lga,indicator,percentage,vic_point_est,vic_lower,vic_upper,comparison
Moreland (C),Osteoporosis,8.254107,5.669229,5.326293,6.032838,Significantly higher
Moreland (C),Stroke,3.091465,2.364184,2.142138,2.608632,Significantly higher
Moreland (C),Two or more chronic diseases,25.32461,25.48854,24.80298,26.18645,Not sig. diff.
Moreland (C),Had a blood lipids test in last 2 years,59.54386,56.78789,55.95063,57.62128,Significantly higher
Moreland (C),Had a blood pressure test in last 2 years,81.30164,79.5963,78.80486,80.36555,Significantly higher
Moreland (C),Had a blood glucose test in last 2 years,52.79839,50.72365,49.86354,51.58334,Significantly higher
Moreland (C),Had a faecal occult blood test 50 years of age,59.55244,60.14296,58.76671,61.50336,Not sig. diff.
Moreland (C),Had a bowel exam to detect cancer last 5 years,37.21644,46.75256,45.59576,47.91285,Significantly lower
Moreland (C),Had a mammogram to detect cancer in last 2 years,73.06191,79.2266,77.66267,80.70823,Significantly lower
Mornington Peninsula (S),Obese,23.12065,19.26897,18.58293,19.97411,Significantly higher
Mornington Peninsula (S),Overweight,56.11529,50.80429,49.90919,51.69888,Significantly higher
Mornington Peninsula (S),Daily consumer of sugar sweetened soft drinks,9.716123,10.09867,9.516874,10.71183,Not sig. diff.
Mornington Peninsula (S),Take away food consumed >1 day/week,14.39981,15.2893,14.59565,16.00974,Significantly lower
Mornington Peninsula (S),Sedentary (inactive),1.64591,2.539791,2.256574,2.857514,Significantly lower
Mornington Peninsula (S),Insufficiently physically active,38.75436,44.08774,43.18836,44.99101,Significantly lower
Mornington Peninsula (S),Complied with vegetable consumption guidelines,4.866122,5.388293,5.0284,5.77238,Significantly lower
Mornington Peninsula (S),Complied with fruit consumption guidelines,41.49526,43.19355,42.28772,44.10395,Significantly lower
Mornington Peninsula (S),Daily smoker,16.62391,12.42754,11.80477,13.0783,Significantly higher
Mornington Peninsula (S),Current (i.e. daily or occasional smoker),25.81105,16.741,16.03742,17.46903,Significantly higher
Mornington Peninsula (S),Increased lifetime risk of alcohol related harm,70.03561,59.48907,58.59407,60.37781,Significantly higher
Mornington Peninsula (S),Incr. risk of injury from a single occasion of drinking,55.86874,42.98549,42.10708,43.86834,Significantly higher
Mornington Peninsula (S),Fair or poor self reported health,22.98914,20.28965,19.55869,21.04079,Significantly higher
Mornington Peninsula (S),Low or medium life satisfaction,18.43431,20.45532,19.69321,21.23913,Significantly lower
Mornington Peninsula (S),High or very high levels of psychological distress,14.79,15.43,14.75,16.14,Not sig. diff.
Mornington Peninsula (S),Doctor diagnosed hypertension,27.9211,25.42567,24.74985,26.11354,Significantly higher
Mornington Peninsula (S),Anxiety or depression,28.9931,27.36389,26.566,28.17655,Significantly higher
Mornington Peninsula (S),Arthritis,20.1677,20.54975,19.97896,21.13254,Not sig. diff.
Mornington Peninsula (S),Asthma ever diagnosed,22.40851,19.9574,19.24135,20.69326,Significantly higher
Mornington Peninsula (S),Cancer,8.614788,8.055676,7.650898,8.479904,Significantly higher
Mornington Peninsula (S),Type 2 diabetes,5.990829,5.452335,5.114101,5.81157,Significantly higher
Mornington Peninsula (S),Heart disease,7.263092,6.74474,6.381202,7.127412,Significantly higher
Mornington Peninsula (S),Osteoporosis,5.80456,5.669229,5.326293,6.032838,Not sig. diff.
Mornington Peninsula (S),Stroke,2.801051,2.364184,2.142138,2.608632,Significantly higher
Mornington Peninsula (S),Two or more chronic diseases,28.409,25.48854,24.80298,26.18645,Significantly higher
Mornington Peninsula (S),Had a blood lipids test in last 2 years,58.36134,56.78789,55.95063,57.62128,Significantly higher
Mornington Peninsula (S),Had a blood pressure test in last 2 years,83.32908,79.5963,78.80486,80.36555,Significantly higher
Mornington Peninsula (S),Had a blood glucose test in last 2 years,50.1816,50.72365,49.86354,51.58334,Not sig. diff.
Mornington Peninsula (S),Had a faecal occult blood test 50 years of age,61.52455,60.14296,58.76671,61.50336,Significantly higher
Mornington Peninsula (S),Had a bowel exam to detect cancer last 5 years,43.5628,46.75256,45.59576,47.91285,Significantly lower
Mornington Peninsula (S),Had a mammogram to detect cancer in last 2 years,68.85619,79.2266,77.66267,80.70823,Significantly lower
Mount Alexander (S),Obese,19.0767,19.26897,18.58293,19.97411,Not sig. diff.
Mount Alexander (S),Overweight,48.93109,50.80429,49.90919,51.69888,Significantly lower
Mount Alexander (S),Daily consumer of sugar sweetened soft drinks,10.35266,10.09867,9.516874,10.71183,Not sig. diff.
Mount Alexander (S),Take away food consumed >1 day/week,17.27123,15.2893,14.59565,16.00974,Significantly higher
Mount Alexander (S),Sedentary (inactive),0.850717,2.539791,2.256574,2.857514,Significantly lower
Mount Alexander (S),Insufficiently physically active,38.45399,44.08774,43.18836,44.99101,Significantly lower
Mount Alexander (S),Complied with vegetable consumption guidelines,10.67973,5.388293,5.0284,5.77238,Significantly higher
Mount Alexander (S),Complied with fruit consumption guidelines,49.1842,43.19355,42.28772,44.10395,Significantly higher
Mount Alexander (S),Daily smoker,15.32872,12.42754,11.80477,13.0783,Significantly higher
Mount Alexander (S),Current (i.e. daily or occasional smoker),20.25969,16.741,16.03742,17.46903,Significantly higher
Mount Alexander (S),Increased lifetime risk of alcohol related harm,66.71674,59.48907,58.59407,60.37781,Significantly higher
Mount Alexander (S),Incr. risk of injury from a single occasion of drinking,45.77098,42.98549,42.10708,43.86834,Significantly higher
Mount Alexander (S),Fair or poor self reported health,22.83916,20.28965,19.55869,21.04079,Significantly higher
Mount Alexander (S),Low or medium life satisfaction,25.47791,20.45532,19.69321,21.23913,Significantly higher
Mount Alexander (S),High or very high levels of psychological distress,22.29,15.43,14.75,16.14,Significantly higher
Mount Alexander (S),Doctor diagnosed hypertension,25.65226,25.42567,24.74985,26.11354,Not sig. diff.
Mount Alexander (S),Anxiety or depression,35.55351,27.36389,26.566,28.17655,Significantly higher
Mount Alexander (S),Arthritis,22.94118,20.54975,19.97896,21.13254,Significantly higher
Mount Alexander (S),Asthma ever diagnosed,14.20238,19.9574,19.24135,20.69326,Significantly lower
Mount Alexander (S),Cancer,11.76383,8.055676,7.650898,8.479904,Significantly higher
Mount Alexander (S),Type 2 diabetes,2.642507,5.452335,5.114101,5.81157,Significantly lower
Mount Alexander (S),Heart disease,5.074573,6.74474,6.381202,7.127412,Significantly lower
Mount Alexander (S),Osteoporosis,3.930471,5.669229,5.326293,6.032838,Significantly lower
Mount Alexander (S),Stroke,1.123415,2.364184,2.142138,2.608632,Significantly lower
Mount Alexander (S),Two or more chronic diseases,26.80347,25.48854,24.80298,26.18645,Significantly higher
Mount Alexander (S),Had a blood lipids test in last 2 years,44.82986,56.78789,55.95063,57.62128,Significantly lower
Mount Alexander (S),Had a blood pressure test in last 2 years,75.30942,79.5963,78.80486,80.36555,Significantly lower
Mount Alexander (S),Had a blood glucose test in last 2 years,41.25316,50.72365,49.86354,51.58334,Significantly lower
Mount Alexander (S),Had a faecal occult blood test 50 years of age,68.6411,60.14296,58.76671,61.50336,Significantly higher
Mount Alexander (S),Had a bowel exam to detect cancer last 5 years,51.9577,46.75256,45.59576,47.91285,Significantly higher
Mount Alexander (S),Had a mammogram to detect cancer in last 2 years,77.6858,79.2266,77.66267,80.70823,Not sig. diff.
Moyne (S),Obese,25.32871,19.26897,18.58293,19.97411,Significantly higher
Moyne (S),Overweight,58.0987,50.80429,49.90919,51.69888,Significantly higher
Moyne (S),Daily consumer of sugar sweetened soft drinks,8.074852,10.09867,9.516874,10.71183,Significantly lower
Moyne (S),Take away food consumed >1 day/week,9.805485,15.2893,14.59565,16.00974,Significantly lower
Moyne (S),Sedentary (inactive),2.550433,2.539791,2.256574,2.857514,Not sig. diff.
Moyne (S),Insufficiently physically active,42.52209,44.08774,43.18836,44.99101,Significantly lower
Moyne (S),Complied with vegetable consumption guidelines,6.28264,5.388293,5.0284,5.77238,Significantly higher
Moyne (S),Complied with fruit consumption guidelines,40.19523,43.19355,42.28772,44.10395,Significantly lower
Moyne (S),Daily smoker,11.64285,12.42754,11.80477,13.0783,Significantly lower
Moyne (S),Current (i.e. daily or occasional smoker),19.33498,16.741,16.03742,17.46903,Significantly higher
Moyne (S),Increased lifetime risk of alcohol related harm,74.03865,59.48907,58.59407,60.37781,Significantly higher
Moyne (S),Incr. risk of injury from a single occasion of drinking,54.90601,42.98549,42.10708,43.86834,Significantly higher
Moyne (S),Fair or poor self reported health,21.50254,20.28965,19.55869,21.04079,Significantly higher
Moyne (S),Low or medium life satisfaction,25.32491,20.45532,19.69321,21.23913,Significantly higher
Moyne (S),High or very high levels of psychological distress,15.29,15.43,14.75,16.14,Not sig. diff.
Moyne (S),Doctor diagnosed hypertension,23.66795,25.42567,24.74985,26.11354,Significantly lower
Moyne (S),Anxiety or depression,26.11327,27.36389,26.566,28.17655,Significantly lower
Moyne (S),Arthritis,22.88805,20.54975,19.97896,21.13254,Significantly higher
Moyne (S),Asthma ever diagnosed,17.04916,19.9574,19.24135,20.69326,Significantly lower
Moyne (S),Cancer,10.6501,8.055676,7.650898,8.479904,Significantly higher
Moyne (S),Type 2 diabetes,3.79278,5.452335,5.114101,5.81157,Significantly lower
Moyne (S),Heart disease,5.802686,6.74474,6.381202,7.127412,Significantly lower
Moyne (S),Osteoporosis,5.322569,5.669229,5.326293,6.032838,Significantly lower
Moyne (S),Stroke,1.970974,2.364184,2.142138,2.608632,Significantly lower
Moyne (S),Two or more chronic diseases,22.97636,25.48854,24.80298,26.18645,Significantly lower
Moyne (S),Had a blood lipids test in last 2 years,46.12959,56.78789,55.95063,57.62128,Significantly lower
Moyne (S),Had a blood pressure test in last 2 years,76.50705,79.5963,78.80486,80.36555,Significantly lower
Moyne (S),Had a blood glucose test in last 2 years,40.73693,50.72365,49.86354,51.58334,Significantly lower
Moyne (S),Had a faecal occult blood test 50 years of age,52.63522,60.14296,58.76671,61.50336,Significantly lower
Moyne (S),Had a bowel exam to detect cancer last 5 years,52.1869,46.75256,45.59576,47.91285,Significantly higher
Moyne (S),Had a mammogram to detect cancer in last 2 years,77.92763,79.2266,77.66267,80.70823,Not sig. diff.
Murrindindi (S),Obese,15.16065,19.26897,18.58293,19.97411,Significantly lower
Murrindindi (S),Overweight,45.0665,50.80429,49.90919,51.69888,Significantly lower
Murrindindi (S),Daily consumer of sugar sweetened soft drinks,18.69534,10.09867,9.516874,10.71183,Significantly higher
Murrindindi (S),Take away food consumed >1 day/week,15.93299,15.2893,14.59565,16.00974,Not sig. diff.
Murrindindi (S),Sedentary (inactive),1.506801,2.539791,2.256574,2.857514,Significantly lower
Murrindindi (S),Insufficiently physically active,46.1912,44.08774,43.18836,44.99101,Significantly higher
Murrindindi (S),Complied with vegetable consumption guidelines,4.525828,5.388293,5.0284,5.77238,Significantly lower
Murrindindi (S),Complied with fruit consumption guidelines,48.76504,43.19355,42.28772,44.10395,Significantly higher
Murrindindi (S),Daily smoker,17.12876,12.42754,11.80477,13.0783,Significantly higher
Murrindindi (S),Current (i.e. daily or occasional smoker),18.11746,16.741,16.03742,17.46903,Significantly higher
Murrindindi (S),Increased lifetime risk of alcohol related harm,70.24354,59.48907,58.59407,60.37781,Significantly higher
Murrindindi (S),Incr. risk of injury from a single occasion of drinking,44.29323,42.98549,42.10708,43.86834,Significantly higher
Murrindindi (S),Fair or poor self reported health,15.99985,20.28965,19.55869,21.04079,Significantly lower
Murrindindi (S),Low or medium life satisfaction,29.3878,20.45532,19.69321,21.23913,Significantly higher
Murrindindi (S),High or very high levels of psychological distress,9.59,15.43,14.75,16.14,Significantly lower
Murrindindi (S),Doctor diagnosed hypertension,26.78332,25.42567,24.74985,26.11354,Significantly higher
Murrindindi (S),Anxiety or depression,38.11294,27.36389,26.566,28.17655,Significantly higher
Murrindindi (S),Arthritis,22.87778,20.54975,19.97896,21.13254,Significantly higher
Murrindindi (S),Asthma ever diagnosed,15.97801,19.9574,19.24135,20.69326,Significantly lower
Murrindindi (S),Cancer,13.67173,8.055676,7.650898,8.479904,Significantly higher
Murrindindi (S),Type 2 diabetes,5.538963,5.452335,5.114101,5.81157,Not sig. diff.
Murrindindi (S),Heart disease,5.985677,6.74474,6.381202,7.127412,Significantly lower
Murrindindi (S),Osteoporosis,9.276767,5.669229,5.326293,6.032838,Significantly higher
Murrindindi (S),Stroke,6.452418,2.364184,2.142138,2.608632,Significantly higher
Murrindindi (S),Two or more chronic diseases,32.22087,25.48854,24.80298,26.18645,Significantly higher
Murrindindi (S),Had a blood lipids test in last 2 years,57.75763,56.78789,55.95063,57.62128,Significantly higher
Murrindindi (S),Had a blood pressure test in last 2 years,81.07186,79.5963,78.80486,80.36555,Significantly higher
Murrindindi (S),Had a blood glucose test in last 2 years,50.41875,50.72365,49.86354,51.58334,Not sig. diff.
Murrindindi (S),Had a faecal occult blood test 50 years of age,62.35446,60.14296,58.76671,61.50336,Significantly higher
Murrindindi (S),Had a bowel exam to detect cancer last 5 years,43.76118,46.75256,45.59576,47.91285,Significantly lower
Murrindindi (S),Had a mammogram to detect cancer in last 2 years,77.09085,79.2266,77.66267,80.70823,Significantly lower
Nillumbik (S),Obese,14.23862,19.26897,18.58293,19.97411,Significantly lower
Nillumbik (S),Overweight,44.69485,50.80429,49.90919,51.69888,Significantly lower
Nillumbik (S),Daily consumer of sugar sweetened soft drinks,6.171041,10.09867,9.516874,10.71183,Significantly lower
Nillumbik (S),Take away food consumed >1 day/week,12.6425,15.2893,14.59565,16.00974,Significantly lower
Nillumbik (S),Sedentary (inactive),2.062132,2.539791,2.256574,2.857514,Significantly lower
Nillumbik (S),Insufficiently physically active,36.6883,44.08774,43.18836,44.99101,Significantly lower
Nillumbik (S),Complied with vegetable consumption guidelines,6.584249,5.388293,5.0284,5.77238,Significantly higher
Nillumbik (S),Complied with fruit consumption guidelines,48.42309,43.19355,42.28772,44.10395,Significantly higher
Nillumbik (S),Daily smoker,10.17819,12.42754,11.80477,13.0783,Significantly lower
Nillumbik (S),Current (i.e. daily or occasional smoker),15.36159,16.741,16.03742,17.46903,Significantly lower
Nillumbik (S),Increased lifetime risk of alcohol related harm,69.77643,59.48907,58.59407,60.37781,Significantly higher
Nillumbik (S),Incr. risk of injury from a single occasion of drinking,46.91144,42.98549,42.10708,43.86834,Significantly higher
Nillumbik (S),Fair or poor self reported health,19.30879,20.28965,19.55869,21.04079,Significantly lower
Nillumbik (S),Low or medium life satisfaction,17.00335,20.45532,19.69321,21.23913,Significantly lower
Nillumbik (S),High or very high levels of psychological distress,13.48,15.43,14.75,16.14,Significantly lower
Nillumbik (S),Doctor diagnosed hypertension,20.13335,25.42567,24.74985,26.11354,Significantly lower
Nillumbik (S),Anxiety or depression,33.80524,27.36389,26.566,28.17655,Significantly higher
Nillumbik (S),Arthritis,20.79587,20.54975,19.97896,21.13254,Not sig. diff.
Nillumbik (S),Asthma ever diagnosed,21.05322,19.9574,19.24135,20.69326,Significantly higher
Nillumbik (S),Cancer,9.463708,8.055676,7.650898,8.479904,Significantly higher
