LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,38,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,20,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,25,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,750,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1056,,
21370,Campaspe (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,37061,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,996,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,407,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,75,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,52,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,65,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,818,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1122,,
21450,Cardinia (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,94128,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,991,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,395,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,73,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,50,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,62,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,775,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1148,,
21610,Casey (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,299301,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,870,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,46,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,1,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,9,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,1,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,2,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,631,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,989,,
21670,Central Goldfields (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,12995,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,939,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,191,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,36,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,19,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,24,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,715,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1076,,
21750,Colac-Otway (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,20972,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,959,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,269,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,5,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,50,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,28,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,35,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,788,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1054,,
21830,Corangamite (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,16051,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1020,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,449,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,83,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,60,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,75,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,781,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1201,,
21890,Darebin (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,146719,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,937,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,179,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,33,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,16,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,20,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,646,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1050,,
22110,East Gippsland (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,45040,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,981,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,360,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,67,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,46,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,57,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,770,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1161,,
22170,Frankston (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,134143,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,934,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,166,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,31,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,13,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,17,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,787,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1069,,
22250,Gannawarra (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,10549,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1092,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,513,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,95,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,75,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,93,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,883,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1196,,
22310,Glen Eira (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,140875,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,925,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,129,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,3,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,24,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSR,Rank within State or Territory,2016,2016,6,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,8,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,759,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1088,,
22410,Glenelg (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2016,2016,19557,,
22490,Golden Plains (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,2016,2016,1004,,
22490,Golden Plains (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAR,Rank within Australia,2016,2016,420,,
22490,Golden Plains (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
22490,Golden Plains (S),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,78,,
